question_id,skill_id,answer_value,skill_name,skill_score
Q_AI_M_0016,model_training,paham_dasar,Dynamic Skill,1.0
Q_AI_M_0016,model_training,cukup_paham,Dynamic Skill,2.0
Q_UI_U_0017,ui_principles,belum_paham,Dynamic Skill,0.0
Q_UI_U_0017,wireframing,paham_dasar,Dynamic Skill,1.0
Q_UI_U_0017,figma,cukup_paham,Dynamic Skill,2.0
Q_DATA_0018,spreadsheet_basic,belum_paham,Dynamic Skill,0.0
Q_DATA_0018,spreadsheet_basic,paham_dasar,Dynamic Skill,1.0
Q_DATA_0018,sql_basic,cukup_paham,Dynamic Skill,2.0
Q_AI_M_0019,python_basic,belum_paham,Dynamic Skill,0.0
Q_AI_M_0019,python_basic,paham_dasar,Dynamic Skill,1.0
Q_AI_M_0019,python_basic,cukup_paham,Dynamic Skill,2.0
Q_CYBE_0020,networking_fundamental,belum_paham,Dynamic Skill,0.0
Q_CYBE_0020,linux_basic,paham_dasar,Dynamic Skill,1.0
Q_CYBE_0020,linux_basic,cukup_paham,Dynamic Skill,2.0
Q_AI_M_0021,model_training,belum_paham,Dynamic Skill,0.0
Q_AI_M_0021,mlops,paham_dasar,Dynamic Skill,1.0
Q_AI_M_0021,model_training,cukup_paham,Dynamic Skill,2.0
Q_CYBE_0022,log_analysis,belum_paham,Dynamic Skill,0.0
Q_CYBE_0022,log_analysis,paham_dasar,Dynamic Skill,1.0
Q_CYBE_0022,linux_basic,cukup_paham,Dynamic Skill,2.0
Q_UI_U_0023,ui_principles,belum_paham,Dynamic Skill,0.0
Q_UI_U_0023,ui_principles,paham_dasar,Dynamic Skill,1.0
Q_UI_U_0023,figma,cukup_paham,Dynamic Skill,2.0
Q_DATA_0024,spreadsheet_basic,belum_paham,Dynamic Skill,0.0
Q_DATA_0024,spreadsheet_basic,paham_dasar,Dynamic Skill,1.0
Q_DATA_0024,spreadsheet_basic,cukup_paham,Dynamic Skill,2.0
Q_CYBE_0025,linux_basic,belum_paham,Dynamic Skill,0.0
Q_CYBE_0025,linux_basic,paham_dasar,Dynamic Skill,1.0
Q_CYBE_0025,linux_basic,cukup_paham,Dynamic Skill,2.0
Q_CYBE_0026,networking_fundamental,belum_paham,Dynamic Skill,0.0
Q_CYBE_0026,linux_basic,paham_dasar,Dynamic Skill,1.0
Q_CYBE_0026,log_analysis,cukup_paham,Dynamic Skill,2.0
Q_CYBE_0027,linux_basic,belum_paham,Dynamic Skill,0.0
Q_CYBE_0027,networking_fundamental,paham_dasar,Dynamic Skill,1.0
Q_CYBE_0027,networking_fundamental,cukup_paham,Dynamic Skill,2.0
Q_WEB__0028,html_basic,belum_paham,Dynamic Skill,0.0
Q_WEB__0028,javascript_basic,paham_dasar,Dynamic Skill,1.0
Q_WEB__0028,html_basic,cukup_paham,Dynamic Skill,2.0
Q_CYBE_0029,networking_fundamental,belum_paham,Dynamic Skill,0.0
Q_CYBE_0029,linux_basic,paham_dasar,Dynamic Skill,1.0
Q_CYBE_0029,linux_basic,cukup_paham,Dynamic Skill,2.0
Q_DATA_0030,sql_basic,belum_paham,Dynamic Skill,0.0
Q_DATA_0030,sql_basic,paham_dasar,Dynamic Skill,1.0
Q_DATA_0030,sql_basic,cukup_paham,Dynamic Skill,2.0
Q_UI_U_0031,figma,belum_paham,Dynamic Skill,0.0
Q_UI_U_0031,wireframing,paham_dasar,Dynamic Skill,1.0
Q_UI_U_0031,figma,cukup_paham,Dynamic Skill,2.0
Q_CYBE_0032,linux_basic,belum_paham,Dynamic Skill,0.0
Q_CYBE_0032,linux_basic,paham_dasar,Dynamic Skill,1.0
Q_CYBE_0032,log_analysis,cukup_paham,Dynamic Skill,2.0
Q_CYBE_0033,linux_basic,belum_paham,Dynamic Skill,0.0
Q_CYBE_0033,log_analysis,paham_dasar,Dynamic Skill,1.0
Q_CYBE_0033,log_analysis,cukup_paham,Dynamic Skill,2.0
Q_DATA_0034,python_basic,belum_paham,Dynamic Skill,0.0
Q_DATA_0034,python_basic,paham_dasar,Dynamic Skill,1.0
Q_DATA_0034,sql_basic,cukup_paham,Dynamic Skill,2.0
Q_DATA_0035,python_basic,belum_paham,Dynamic Skill,0.0
Q_DATA_0035,sql_basic,paham_dasar,Dynamic Skill,1.0
Q_DATA_0035,sql_basic,cukup_paham,Dynamic Skill,2.0
Q_AI_M_0036,python_basic,belum_paham,Dynamic Skill,0.0
Q_AI_M_0036,mlops,paham_dasar,Dynamic Skill,1.0
Q_AI_M_0036,python_basic,cukup_paham,Dynamic Skill,2.0
Q_CYBE_0037,linux_basic,belum_paham,Dynamic Skill,0.0
Q_CYBE_0037,linux_basic,paham_dasar,Dynamic Skill,1.0
Q_CYBE_0037,log_analysis,cukup_paham,Dynamic Skill,2.0
Q_WEB__0038,css_basic,belum_paham,Dynamic Skill,0.0
Q_WEB__0038,css_basic,paham_dasar,Dynamic Skill,1.0
Q_WEB__0038,javascript_basic,cukup_paham,Dynamic Skill,2.0
Q_DATA_0039,sql_basic,belum_paham,Dynamic Skill,0.0
Q_DATA_0039,python_basic,paham_dasar,Dynamic Skill,1.0
Q_DATA_0039,spreadsheet_basic,cukup_paham,Dynamic Skill,2.0
Q_WEB__0040,html_basic,belum_paham,Dynamic Skill,0.0
Q_WEB__0040,html_basic,paham_dasar,Dynamic Skill,1.0
Q_WEB__0040,javascript_basic,cukup_paham,Dynamic Skill,2.0
Q_UI_U_0041,figma,belum_paham,Dynamic Skill,0.0
Q_UI_U_0041,figma,paham_dasar,Dynamic Skill,1.0
Q_UI_U_0041,figma,cukup_paham,Dynamic Skill,2.0
Q_AI_M_0042,python_basic,belum_paham,Dynamic Skill,0.0
Q_AI_M_0042,model_training,paham_dasar,Dynamic Skill,1.0
Q_AI_M_0042,python_basic,cukup_paham,Dynamic Skill,2.0
Q_UI_U_0043,wireframing,belum_paham,Dynamic Skill,0.0
Q_UI_U_0043,wireframing,paham_dasar,Dynamic Skill,1.0
Q_UI_U_0043,wireframing,cukup_paham,Dynamic Skill,2.0
Q_UI_U_0044,wireframing,belum_paham,Dynamic Skill,0.0
Q_UI_U_0044,figma,paham_dasar,Dynamic Skill,1.0
Q_UI_U_0044,figma,cukup_paham,Dynamic Skill,2.0
Q_DATA_0045,spreadsheet_basic,belum_paham,Dynamic Skill,0.0
Q_DATA_0045,python_basic,paham_dasar,Dynamic Skill,1.0
Q_DATA_0045,python_basic,cukup_paham,Dynamic Skill,2.0
Q_CYBE_0046,log_analysis,belum_paham,Dynamic Skill,0.0
Q_CYBE_0046,log_analysis,paham_dasar,Dynamic Skill,1.0
Q_CYBE_0046,log_analysis,cukup_paham,Dynamic Skill,2.0
Q_DATA_0047,spreadsheet_basic,belum_paham,Dynamic Skill,0.0
Q_DATA_0047,spreadsheet_basic,paham_dasar,Dynamic Skill,1.0
Q_DATA_0047,python_basic,cukup_paham,Dynamic Skill,2.0
Q_UI_U_0048,figma,belum_paham,Dynamic Skill,0.0
Q_UI_U_0048,ui_principles,paham_dasar,Dynamic Skill,1.0
Q_UI_U_0048,figma,cukup_paham,Dynamic Skill,2.0
Q_UI_U_0049,ui_principles,belum_paham,Dynamic Skill,0.0
Q_UI_U_0049,ui_principles,paham_dasar,Dynamic Skill,1.0
Q_UI_U_0049,figma,cukup_paham,Dynamic Skill,2.0
Q_UI_U_0050,wireframing,belum_paham,Dynamic Skill,0.0
Q_UI_U_0050,wireframing,paham_dasar,Dynamic Skill,1.0
Q_UI_U_0050,wireframing,cukup_paham,Dynamic Skill,2.0
Q_AI_M_0051,model_training,belum_paham,Dynamic Skill,0.0
Q_AI_M_0051,python_basic,paham_dasar,Dynamic Skill,1.0
Q_AI_M_0051,mlops,cukup_paham,Dynamic Skill,2.0
Q_UI_U_0052,ui_principles,belum_paham,Dynamic Skill,0.0
Q_UI_U_0052,wireframing,paham_dasar,Dynamic Skill,1.0
Q_UI_U_0052,figma,cukup_paham,Dynamic Skill,2.0
Q_CYBE_0053,linux_basic,belum_paham,Dynamic Skill,0.0
Q_CYBE_0053,networking_fundamental,paham_dasar,Dynamic Skill,1.0
Q_CYBE_0053,log_analysis,cukup_paham,Dynamic Skill,2.0
Q_AI_M_0054,mlops,belum_paham,Dynamic Skill,0.0
Q_AI_M_0054,model_training,paham_dasar,Dynamic Skill,1.0
Q_AI_M_0054,model_training,cukup_paham,Dynamic Skill,2.0
Q_CYBE_0055,networking_fundamental,belum_paham,Dynamic Skill,0.0
Q_CYBE_0055,linux_basic,paham_dasar,Dynamic Skill,1.0
Q_CYBE_0055,log_analysis,cukup_paham,Dynamic Skill,2.0
Q_DATA_0056,python_basic,belum_paham,Dynamic Skill,0.0
Q_DATA_0056,python_basic,paham_dasar,Dynamic Skill,1.0
Q_DATA_0056,sql_basic,cukup_paham,Dynamic Skill,2.0
Q_UI_U_0057,wireframing,belum_paham,Dynamic Skill,0.0
Q_UI_U_0057,ui_principles,paham_dasar,Dynamic Skill,1.0
Q_UI_U_0057,figma,cukup_paham,Dynamic Skill,2.0
Q_UI_U_0058,figma,belum_paham,Dynamic Skill,0.0
Q_UI_U_0058,wireframing,paham_dasar,Dynamic Skill,1.0
Q_UI_U_0058,wireframing,cukup_paham,Dynamic Skill,2.0
Q_WEB__0059,css_basic,belum_paham,Dynamic Skill,0.0
Q_WEB__0059,javascript_basic,paham_dasar,Dynamic Skill,1.0
Q_WEB__0059,css_basic,cukup_paham,Dynamic Skill,2.0
Q_AI_M_0060,python_basic,belum_paham,Dynamic Skill,0.0
Q_AI_M_0060,model_training,paham_dasar,Dynamic Skill,1.0
Q_AI_M_0060,mlops,cukup_paham,Dynamic Skill,2.0
Q_AI_M_0061,model_training,belum_paham,Dynamic Skill,0.0
Q_AI_M_0061,mlops,paham_dasar,Dynamic Skill,1.0
Q_AI_M_0061,model_training,cukup_paham,Dynamic Skill,2.0
Q_DATA_0062,python_basic,belum_paham,Dynamic Skill,0.0
Q_DATA_0062,spreadsheet_basic,paham_dasar,Dynamic Skill,1.0
Q_DATA_0062,spreadsheet_basic,cukup_paham,Dynamic Skill,2.0
Q_AI_M_0063,mlops,belum_paham,Dynamic Skill,0.0
Q_AI_M_0063,model_training,paham_dasar,Dynamic Skill,1.0
Q_AI_M_0063,model_training,cukup_paham,Dynamic Skill,2.0
Q_AI_M_0064,model_training,belum_paham,Dynamic Skill,0.0
Q_AI_M_0064,model_training,paham_dasar,Dynamic Skill,1.0
Q_AI_M_0064,mlops,cukup_paham,Dynamic Skill,2.0
Q_AI_M_0065,mlops,belum_paham,Dynamic Skill,0.0
Q_AI_M_0065,mlops,paham_dasar,Dynamic Skill,1.0
Q_AI_M_0065,python_basic,cukup_paham,Dynamic Skill,2.0
Q_CYBE_0066,log_analysis,belum_paham,Dynamic Skill,0.0
Q_CYBE_0066,linux_basic,paham_dasar,Dynamic Skill,1.0
Q_CYBE_0066,log_analysis,cukup_paham,Dynamic Skill,2.0
Q_UI_U_0067,ui_principles,belum_paham,Dynamic Skill,0.0
Q_UI_U_0067,figma,paham_dasar,Dynamic Skill,1.0
Q_UI_U_0067,figma,cukup_paham,Dynamic Skill,2.0
Q_AI_M_0068,mlops,belum_paham,Dynamic Skill,0.0
Q_AI_M_0068,mlops,paham_dasar,Dynamic Skill,1.0
Q_AI_M_0068,model_training,cukup_paham,Dynamic Skill,2.0
Q_WEB__0069,css_basic,belum_paham,Dynamic Skill,0.0
Q_WEB__0069,html_basic,paham_dasar,Dynamic Skill,1.0
Q_WEB__0069,html_basic,cukup_paham,Dynamic Skill,2.0
Q_WEB__0070,css_basic,belum_paham,Dynamic Skill,0.0
Q_WEB__0070,html_basic,paham_dasar,Dynamic Skill,1.0
Q_WEB__0070,javascript_basic,cukup_paham,Dynamic Skill,2.0
Q_CYBE_0071,linux_basic,belum_paham,Dynamic Skill,0.0
Q_CYBE_0071,networking_fundamental,paham_dasar,Dynamic Skill,1.0
Q_CYBE_0071,networking_fundamental,cukup_paham,Dynamic Skill,2.0
Q_CYBE_0072,linux_basic,belum_paham,Dynamic Skill,0.0
Q_CYBE_0072,linux_basic,paham_dasar,Dynamic Skill,1.0
Q_CYBE_0072,linux_basic,cukup_paham,Dynamic Skill,2.0
Q_AI_M_0073,mlops,belum_paham,Dynamic Skill,0.0
Q_AI_M_0073,python_basic,paham_dasar,Dynamic Skill,1.0
Q_AI_M_0073,mlops,cukup_paham,Dynamic Skill,2.0
Q_DATA_0074,python_basic,belum_paham,Dynamic Skill,0.0
Q_DATA_0074,sql_basic,paham_dasar,Dynamic Skill,1.0
Q_DATA_0074,spreadsheet_basic,cukup_paham,Dynamic Skill,2.0
Q_AI_M_0075,mlops,belum_paham,Dynamic Skill,0.0
Q_AI_M_0075,python_basic,paham_dasar,Dynamic Skill,1.0
Q_AI_M_0075,model_training,cukup_paham,Dynamic Skill,2.0
Q_DATA_0076,sql_basic,belum_paham,Dynamic Skill,0.0
Q_DATA_0076,sql_basic,paham_dasar,Dynamic Skill,1.0
Q_DATA_0076,spreadsheet_basic,cukup_paham,Dynamic Skill,2.0
Q_AI_M_0077,mlops,belum_paham,Dynamic Skill,0.0
Q_AI_M_0077,mlops,paham_dasar,Dynamic Skill,1.0
Q_AI_M_0077,python_basic,cukup_paham,Dynamic Skill,2.0
Q_WEB__0078,html_basic,belum_paham,Dynamic Skill,0.0
Q_WEB__0078,css_basic,paham_dasar,Dynamic Skill,1.0
Q_WEB__0078,css_basic,cukup_paham,Dynamic Skill,2.0
Q_CYBE_0079,linux_basic,belum_paham,Dynamic Skill,0.0
Q_CYBE_0079,linux_basic,paham_dasar,Dynamic Skill,1.0
Q_CYBE_0079,linux_basic,cukup_paham,Dynamic Skill,2.0
Q_CYBE_0080,log_analysis,belum_paham,Dynamic Skill,0.0
Q_CYBE_0080,linux_basic,paham_dasar,Dynamic Skill,1.0
Q_CYBE_0080,log_analysis,cukup_paham,Dynamic Skill,2.0
Q_AI_M_0081,model_training,belum_paham,Dynamic Skill,0.0
Q_AI_M_0081,mlops,paham_dasar,Dynamic Skill,1.0
Q_AI_M_0081,mlops,cukup_paham,Dynamic Skill,2.0
Q_AI_M_0082,mlops,belum_paham,Dynamic Skill,0.0
Q_AI_M_0082,mlops,paham_dasar,Dynamic Skill,1.0
Q_AI_M_0082,model_training,cukup_paham,Dynamic Skill,2.0
Q_AI_M_0083,python_basic,belum_paham,Dynamic Skill,0.0
Q_AI_M_0083,mlops,paham_dasar,Dynamic Skill,1.0
Q_AI_M_0083,python_basic,cukup_paham,Dynamic Skill,2.0
Q_AI_M_0084,python_basic,belum_paham,Dynamic Skill,0.0
Q_AI_M_0084,python_basic,paham_dasar,Dynamic Skill,1.0
Q_AI_M_0084,model_training,cukup_paham,Dynamic Skill,2.0
Q_DATA_0085,python_basic,belum_paham,Dynamic Skill,0.0
Q_DATA_0085,python_basic,paham_dasar,Dynamic Skill,1.0
Q_DATA_0085,sql_basic,cukup_paham,Dynamic Skill,2.0
Q_CYBE_0086,log_analysis,belum_paham,Dynamic Skill,0.0
Q_CYBE_0086,networking_fundamental,paham_dasar,Dynamic Skill,1.0
Q_CYBE_0086,log_analysis,cukup_paham,Dynamic Skill,2.0
Q_UI_U_0087,wireframing,belum_paham,Dynamic Skill,0.0
Q_UI_U_0087,wireframing,paham_dasar,Dynamic Skill,1.0
Q_UI_U_0087,figma,cukup_paham,Dynamic Skill,2.0
Q_CYBE_0088,log_analysis,belum_paham,Dynamic Skill,0.0
Q_CYBE_0088,linux_basic,paham_dasar,Dynamic Skill,1.0
Q_CYBE_0088,networking_fundamental,cukup_paham,Dynamic Skill,2.0
Q_WEB__0089,css_basic,belum_paham,Dynamic Skill,0.0
Q_WEB__0089,html_basic,paham_dasar,Dynamic Skill,1.0
Q_WEB__0089,html_basic,cukup_paham,Dynamic Skill,2.0
Q_CYBE_0090,log_analysis,belum_paham,Dynamic Skill,0.0
Q_CYBE_0090,linux_basic,paham_dasar,Dynamic Skill,1.0
Q_CYBE_0090,networking_fundamental,cukup_paham,Dynamic Skill,2.0
Q_UI_U_0091,wireframing,belum_paham,Dynamic Skill,0.0
Q_UI_U_0091,wireframing,paham_dasar,Dynamic Skill,1.0
Q_UI_U_0091,wireframing,cukup_paham,Dynamic Skill,2.0
Q_UI_U_0092,wireframing,belum_paham,Dynamic Skill,0.0
Q_UI_U_0092,ui_principles,paham_dasar,Dynamic Skill,1.0
Q_UI_U_0092,figma,cukup_paham,Dynamic Skill,2.0
Q_DATA_0093,python_basic,belum_paham,Dynamic Skill,0.0
Q_DATA_0093,python_basic,paham_dasar,Dynamic Skill,1.0
Q_DATA_0093,spreadsheet_basic,cukup_paham,Dynamic Skill,2.0
Q_UI_U_0094,wireframing,belum_paham,Dynamic Skill,0.0
Q_UI_U_0094,ui_principles,paham_dasar,Dynamic Skill,1.0
Q_UI_U_0094,ui_principles,cukup_paham,Dynamic Skill,2.0
Q_AI_M_0095,model_training,belum_paham,Dynamic Skill,0.0
Q_AI_M_0095,python_basic,paham_dasar,Dynamic Skill,1.0
Q_AI_M_0095,mlops,cukup_paham,Dynamic Skill,2.0
Q_CYBE_0096,log_analysis,belum_paham,Dynamic Skill,0.0
Q_CYBE_0096,networking_fundamental,paham_dasar,Dynamic Skill,1.0
Q_CYBE_0096,networking_fundamental,cukup_paham,Dynamic Skill,2.0
Q_WEB__0097,html_basic,belum_paham,Dynamic Skill,0.0
Q_WEB__0097,html_basic,paham_dasar,Dynamic Skill,1.0
Q_WEB__0097,javascript_basic,cukup_paham,Dynamic Skill,2.0
Q_CYBE_0098,networking_fundamental,belum_paham,Dynamic Skill,0.0
Q_CYBE_0098,log_analysis,paham_dasar,Dynamic Skill,1.0
Q_CYBE_0098,linux_basic,cukup_paham,Dynamic Skill,2.0
Q_WEB__0099,css_basic,belum_paham,Dynamic Skill,0.0
Q_WEB__0099,javascript_basic,paham_dasar,Dynamic Skill,1.0
Q_WEB__0099,javascript_basic,cukup_paham,Dynamic Skill,2.0
Q_UI_U_0100,wireframing,belum_paham,Dynamic Skill,0.0
Q_UI_U_0100,figma,paham_dasar,Dynamic Skill,1.0
Q_UI_U_0100,wireframing,cukup_paham,Dynamic Skill,2.0
Q_CYBE_0101,linux_basic,belum_paham,Dynamic Skill,0.0
Q_CYBE_0101,log_analysis,paham_dasar,Dynamic Skill,1.0
Q_CYBE_0101,linux_basic,cukup_paham,Dynamic Skill,2.0
Q_DATA_0102,python_basic,belum_paham,Dynamic Skill,0.0
Q_DATA_0102,python_basic,paham_dasar,Dynamic Skill,1.0
Q_DATA_0102,sql_basic,cukup_paham,Dynamic Skill,2.0
Q_CYBE_0103,networking_fundamental,belum_paham,Dynamic Skill,0.0
Q_CYBE_0103,networking_fundamental,paham_dasar,Dynamic Skill,1.0
Q_CYBE_0103,log_analysis,cukup_paham,Dynamic Skill,2.0
Q_WEB__0104,html_basic,belum_paham,Dynamic Skill,0.0
Q_WEB__0104,html_basic,paham_dasar,Dynamic Skill,1.0
Q_WEB__0104,css_basic,cukup_paham,Dynamic Skill,2.0
Q_UI_U_0105,figma,belum_paham,Dynamic Skill,0.0
Q_UI_U_0105,wireframing,paham_dasar,Dynamic Skill,1.0
Q_UI_U_0105,wireframing,cukup_paham,Dynamic Skill,2.0
Q_UI_U_0106,figma,belum_paham,Dynamic Skill,0.0
Q_UI_U_0106,wireframing,paham_dasar,Dynamic Skill,1.0
Q_UI_U_0106,wireframing,cukup_paham,Dynamic Skill,2.0
Q_CYBE_0107,networking_fundamental,belum_paham,Dynamic Skill,0.0
Q_CYBE_0107,log_analysis,paham_dasar,Dynamic Skill,1.0
Q_CYBE_0107,log_analysis,cukup_paham,Dynamic Skill,2.0
Q_DATA_0108,spreadsheet_basic,belum_paham,Dynamic Skill,0.0
Q_DATA_0108,spreadsheet_basic,paham_dasar,Dynamic Skill,1.0
Q_DATA_0108,sql_basic,cukup_paham,Dynamic Skill,2.0
Q_CYBE_0109,log_analysis,belum_paham,Dynamic Skill,0.0
Q_CYBE_0109,log_analysis,paham_dasar,Dynamic Skill,1.0
Q_CYBE_0109,networking_fundamental,cukup_paham,Dynamic Skill,2.0
Q_AI_M_0110,mlops,belum_paham,Dynamic Skill,0.0
Q_AI_M_0110,mlops,paham_dasar,Dynamic Skill,1.0
Q_AI_M_0110,mlops,cukup_paham,Dynamic Skill,2.0
Q_DATA_0111,python_basic,belum_paham,Dynamic Skill,0.0
Q_DATA_0111,sql_basic,paham_dasar,Dynamic Skill,1.0
Q_DATA_0111,spreadsheet_basic,cukup_paham,Dynamic Skill,2.0
Q_AI_M_0112,python_basic,belum_paham,Dynamic Skill,0.0
Q_AI_M_0112,python_basic,paham_dasar,Dynamic Skill,1.0
Q_AI_M_0112,model_training,cukup_paham,Dynamic Skill,2.0
Q_AI_M_0113,mlops,belum_paham,Dynamic Skill,0.0
Q_AI_M_0113,mlops,paham_dasar,Dynamic Skill,1.0
Q_AI_M_0113,mlops,cukup_paham,Dynamic Skill,2.0
Q_DATA_0114,spreadsheet_basic,belum_paham,Dynamic Skill,0.0
Q_DATA_0114,python_basic,paham_dasar,Dynamic Skill,1.0
Q_DATA_0114,python_basic,cukup_paham,Dynamic Skill,2.0
Q_WEB__0115,javascript_basic,belum_paham,Dynamic Skill,0.0
Q_WEB__0115,html_basic,paham_dasar,Dynamic Skill,1.0
Q_WEB__0115,javascript_basic,cukup_paham,Dynamic Skill,2.0
Q_UI_U_0116,ui_principles,belum_paham,Dynamic Skill,0.0
Q_UI_U_0116,wireframing,paham_dasar,Dynamic Skill,1.0
Q_UI_U_0116,figma,cukup_paham,Dynamic Skill,2.0
Q_DATA_0117,sql_basic,belum_paham,Dynamic Skill,0.0
Q_DATA_0117,python_basic,paham_dasar,Dynamic Skill,1.0
Q_DATA_0117,python_basic,cukup_paham,Dynamic Skill,2.0
Q_WEB__0118,html_basic,belum_paham,Dynamic Skill,0.0
Q_WEB__0118,html_basic,paham_dasar,Dynamic Skill,1.0
Q_WEB__0118,css_basic,cukup_paham,Dynamic Skill,2.0
Q_UI_U_0119,figma,belum_paham,Dynamic Skill,0.0
Q_UI_U_0119,figma,paham_dasar,Dynamic Skill,1.0
Q_UI_U_0119,wireframing,cukup_paham,Dynamic Skill,2.0
Q_DATA_0120,spreadsheet_basic,belum_paham,Dynamic Skill,0.0
Q_DATA_0120,python_basic,paham_dasar,Dynamic Skill,1.0
Q_DATA_0120,sql_basic,cukup_paham,Dynamic Skill,2.0
Q_WEB__0121,javascript_basic,belum_paham,Dynamic Skill,0.0
Q_WEB__0121,html_basic,paham_dasar,Dynamic Skill,1.0
Q_WEB__0121,html_basic,cukup_paham,Dynamic Skill,2.0
Q_WEB__0122,javascript_basic,belum_paham,Dynamic Skill,0.0
Q_WEB__0122,javascript_basic,paham_dasar,Dynamic Skill,1.0
Q_WEB__0122,css_basic,cukup_paham,Dynamic Skill,2.0
Q_WEB__0123,javascript_basic,belum_paham,Dynamic Skill,0.0
Q_WEB__0123,html_basic,paham_dasar,Dynamic Skill,1.0
Q_WEB__0123,javascript_basic,cukup_paham,Dynamic Skill,2.0
Q_CYBE_0124,networking_fundamental,belum_paham,Dynamic Skill,0.0
Q_CYBE_0124,linux_basic,paham_dasar,Dynamic Skill,1.0
Q_CYBE_0124,log_analysis,cukup_paham,Dynamic Skill,2.0
Q_CYBE_0125,networking_fundamental,belum_paham,Dynamic Skill,0.0
Q_CYBE_0125,log_analysis,paham_dasar,Dynamic Skill,1.0
Q_CYBE_0125,linux_basic,cukup_paham,Dynamic Skill,2.0
Q_UI_U_0126,figma,belum_paham,Dynamic Skill,0.0
Q_UI_U_0126,ui_principles,paham_dasar,Dynamic Skill,1.0
Q_UI_U_0126,wireframing,cukup_paham,Dynamic Skill,2.0
Q_UI_U_0127,ui_principles,belum_paham,Dynamic Skill,0.0
Q_UI_U_0127,wireframing,paham_dasar,Dynamic Skill,1.0
Q_UI_U_0127,figma,cukup_paham,Dynamic Skill,2.0
Q_DATA_0128,spreadsheet_basic,belum_paham,Dynamic Skill,0.0
Q_DATA_0128,sql_basic,paham_dasar,Dynamic Skill,1.0
Q_DATA_0128,sql_basic,cukup_paham,Dynamic Skill,2.0
Q_CYBE_0129,networking_fundamental,belum_paham,Dynamic Skill,0.0
Q_CYBE_0129,linux_basic,paham_dasar,Dynamic Skill,1.0
Q_CYBE_0129,linux_basic,cukup_paham,Dynamic Skill,2.0
Q_UI_U_0130,wireframing,belum_paham,Dynamic Skill,0.0
