pretext_text,target_role,problem_category,current_level,blocker_type
"Role masih bingung, masalah belum jelas. portfolio kosong. Aku sering berubah pikiran. Intinya mentok, detailnya belum jelas.",unclear,unclear,basic,no_portfolio
"Mau frontend, galau pilih jalur. roadmap belum ada. Level unclear.",frontend,direction_confused,unclear,no_roadmap
"Aku fresh graduate informatika, aku targetku backend API. aku baru banget dan bingung mulai dari mana. Sekarang levelku masih nol, dan aku belum bisa tunjuk blocker utama. aku overthinking.",backend,beginner_lost,zero,unclear
"aku anak bootcamp malam lagi ngarah ke product design, tp materinya kebanyakan dan aku sering kewalahan, di level intermediate aku lumayan mandiri, dan aku sering ganti topik; suka muter2",uiux,overwhelmed,intermediate,too_many_options
"Mau data analyst, baru banget, bingung mulai. portfolio kosong. Level basic.",data_analyst,beginner_lost,basic,no_portfolio
"aku lulusan d3 dan lagi cari jalur tech targetku frontend React, tp aku baru banget dan bingung mulai dari mana, levelku susah dinilai, dan waktu belajarku sempit; kepala mumet jujur aku cemas.",frontend,beginner_lost,unclear,no_time
"Aku mahasiswa tingkat akhir, aku mau jadi backend developer. aku butuh bantuan tapi akar masalah belum kebaca. Sekarang dasar-dasar baru kebangun, dan konsep dasar masih lemah. Intinya mentok, detailnya belum jelas. aku overthinking.",backend,unclear,basic,no_foundation
"Aku baru selesai kuliah, aku target role-ku masih belum jelas. aku ragu terus sama kemampuan sendiri. Sekarang aku masih basic, dan aku minim proyek bukti kerja. Aku sering berubah pikiran. jujur aku cemas.",unclear,confidence_issue,basic,no_portfolio
"aku lulusan d3 dan lagi cari jalur tech mau jadi backend developer, tp aku ragu terus sama kemampuan sendiri, dasar-dasar baru kebangun, dan penghambat terbesarku belum jelas; suka muter2 aku overthinking.",backend,confidence_issue,basic,unclear
"Mau frontend, nggak pede. dasar masih bolong.",frontend,confidence_issue,zero,no_foundation
"Saya career switch dari admin operasional, aku targetku backend API. aku sering mentok karena skill inti belum kuat. Sekarang dasar-dasar baru kebangun, dan roadmap-ku kosong.",backend,skill_gap,basic,no_roadmap
"aku baru selesai kuliah mau masuk cybersecurity, tp rasanya mentok tapi susah jelasin masalahnya, aku sendiri belum yakin levelku, dan pondasi dasarku masih bolong; kadang blank Intinya mentok, detailnya belum jelas.",cybersecurity,unclear,unclear,no_foundation
"Aku baru selesai kuliah, aku mau masuk cybersecurity. aku overload setiap lihat daftar belajar. Sekarang levelku masih nol, dan aku belum bisa tunjuk blocker utama.",cybersecurity,overwhelmed,zero,unclear
"Mau backend, baru banget, bingung mulai. blocker belum jelas. Level basic.",backend,beginner_lost,basic,unclear
"Mau frontend, galau pilih jalur. waktu mepet. Level zero. aku takut gagal.",frontend,direction_confused,zero,no_time
"saya pindah bidang dari sales targetku backend API, tp aku baru banget dan bingung mulai dari mana, levelku masih campur-campur, dan aku sering mundur karena takut jelek; jujur pusing",backend,beginner_lost,unclear,no_confidence
"Saya mantan staff finance, aku targetku kerja di data analyst. aku baru banget dan bingung mulai dari mana. Sekarang aku sudah intermediate, dan aku kebanyakan opsi.",data_analyst,beginner_lost,intermediate,too_many_options
"aku mahasiswa semester 6 target role-ku masih belum jelas, tp rasanya mentok tapi susah jelasin masalahnya, levelku sekarang intermediate, dan sumber macetnya masih samar; jujur pusing Aku sering berubah pikiran. Intinya mentok, detailnya belum jelas.",unclear,unclear,intermediate,unclear
"Aku mahasiswa semester 6, aku mau jadi UI/UX designer. aku butuh bantuan tapi akar masalah belum kebaca. Sekarang levelku masih nol, dan hambatan utamaku belum punya roadmap jelas. Intinya mentok, detailnya belum jelas.",uiux,unclear,zero,no_roadmap
"Aku mahasiswa tingkat akhir, aku targetku frontend React. aku pemula total dan belum tahu langkah awal. Sekarang levelku sekarang intermediate, dan aku kurang percaya diri. aku lagi panik.",frontend,beginner_lost,intermediate,no_confidence
"Role masih bingung, nggak pede. dasar masih bolong. Level intermediate. Aku sering berubah pikiran. jujur aku cemas.",unclear,confidence_issue,intermediate,no_foundation
"Role masih bingung, nggak pede. roadmap belum ada. Level unclear. Aku sering berubah pikiran.",unclear,confidence_issue,unclear,no_roadmap
"Mau frontend, kewalahan materi. roadmap belum ada.",frontend,overwhelmed,zero,no_roadmap
"aku mahasiswa semester 6 mau jadi data analyst, tp aku overload setiap lihat daftar belajar, levelku susah dinilai, dan jam belajarku sering kepotong; jujur pusing",data_analyst,overwhelmed,unclear,no_time
"aku lulusan d3 dan lagi cari jalur tech targetku kerja di data analyst, tp aku minder waktu compare sama orang lain, aku belum pernah bikin project, dan jadwalku padat; kadang blank",data_analyst,confidence_issue,zero,no_time
"Aku fresh graduate informatika, aku lagi ngarah ke data reporting. aku nyasar karena belum paham urutan belajar. Sekarang dasar-dasar baru kebangun, dan jadwalku padat.",data_analyst,beginner_lost,basic,no_time
"aku lulusan d3 dan lagi cari jalur tech mau masuk cybersecurity, tp aku bingung harus pilih jalur yang mana, levelku masih campur-campur, dan aku kebanyakan opsi; kepala mumet",cybersecurity,direction_confused,unclear,too_many_options
"Aku baru selesai kuliah, aku target role-ku masih belum jelas. aku nyasar karena belum paham urutan belajar. Sekarang aku belum pernah bikin project, dan aku ragu tiap mau submit. Aku sering berubah pikiran.",unclear,beginner_lost,zero,no_confidence
"aku lulusan d3 dan lagi cari jalur tech targetku kerja di UIUX, tp gap skillku kerasa waktu ngerjain task, levelku sekarang intermediate, dan aku kurang percaya diri; kadang blank aku lagi panik.",uiux,skill_gap,intermediate,no_confidence
"Aku lulusan D3 dan lagi cari jalur tech, aku mau masuk cybersecurity. aku overload setiap lihat daftar belajar. Sekarang dasar-dasar baru kebangun, dan fundamentalku belum kuat.",cybersecurity,overwhelmed,basic,no_foundation
"Role masih bingung, skill belum cukup. kurang pede. Aku sering berubah pikiran.",unclear,skill_gap,basic,no_confidence
"Mau UIUX, skill belum cukup. waktu mepet. Level basic.",uiux,skill_gap,basic,no_time
"Aku fresh graduate informatika, aku lagi ngejar role web frontend. materinya kebanyakan dan aku sering kewalahan. Sekarang levelku masih campur-campur, dan fundamentalku belum kuat.",frontend,overwhelmed,unclear,no_foundation
"Aku baru selesai kuliah, aku mau jadi data analyst. aku butuh bantuan tapi akar masalah belum kebaca. Sekarang baru kelar beberapa tutorial, dan roadmap-ku kosong. Intinya mentok, detailnya belum jelas.",data_analyst,unclear,basic,no_roadmap
"Mau UIUX, masalah belum jelas. kurang pede. Intinya mentok, detailnya belum jelas.",uiux,unclear,basic,no_confidence
"Saya kerja full-time non-IT, aku targetku backend API. gap skillku kerasa waktu ngerjain task. Sekarang levelku susah dinilai, dan jadwalku padat.",backend,skill_gap,unclear,no_time
"Mau cybersecurity, masalah belum jelas. blocker belum jelas. Level zero. Intinya mentok, detailnya belum jelas. aku lagi panik.",cybersecurity,unclear,zero,unclear
"saya career switch dari admin operasional belum yakin role tech mana yang cocok, tp aku tahu arahnya tapi skillku belum cukup, levelku masih nol, dan aku ragu tiap mau submit; kepala mumet Aku sering berubah pikiran.",unclear,skill_gap,zero,no_confidence
"Saya kerja full-time non-IT, aku lagi ngarah ke pentest. aku overload setiap lihat daftar belajar. Sekarang dasar-dasar baru kebangun, dan portfolio-ku kosong.",cybersecurity,overwhelmed,basic,no_portfolio
"Saya pindah bidang dari sales, aku mau jadi data analyst. arah belajarku kepencar dan susah mutusin. Sekarang aku masih basic, dan hambatan utamaku belum punya roadmap jelas. aku gampang down.",data_analyst,direction_confused,basic,no_roadmap
"Saya mantan staff finance, aku targetku backend API. aku ragu terus sama kemampuan sendiri. Sekarang levelku sekarang intermediate, dan konsep dasar masih lemah.",backend,confidence_issue,intermediate,no_foundation
"aku anak bootcamp malam lagi ngejar role web frontend, tp aku minder waktu compare sama orang lain, pengalaman praktikku belum ada, dan aku belum bisa tunjuk blocker utama; kadang blank",frontend,confidence_issue,zero,unclear
"Aku baru selesai kuliah, aku mau masuk cybersecurity. to-do belajarku numpuk sampai aku freeze. Sekarang levelku sekarang intermediate, dan aku belum bisa tunjuk blocker utama.",cybersecurity,overwhelmed,intermediate,unclear
"aku mahasiswa semester 6 mau masuk cybersecurity, tp aku baru banget dan bingung mulai dari mana, levelku masih campur-campur, dan jadwalku padat; suka muter2",cybersecurity,beginner_lost,unclear,no_time
"Aku mahasiswa tingkat akhir, aku mau jadi backend developer. aku bingung harus pilih jalur yang mana. Sekarang aku sendiri belum yakin levelku, dan aku sering mundur karena takut jelek. aku takut gagal.",backend,direction_confused,unclear,no_confidence
"aku lulusan d3 dan lagi cari jalur tech mau masuk cybersecurity, tp aku butuh bantuan tapi akar masalah belum kebaca, aku masih basic, dan aku belum bisa tunjuk blocker utama; kepala mumet Intinya mentok, detailnya belum jelas.",cybersecurity,unclear,basic,unclear
"Aku anak bootcamp malam, aku lagi ngarah ke pentest. aku sering takut salah dan jadi nggak pede. Sekarang baru kelar beberapa tutorial, dan aku nggak punya urutan belajar.",cybersecurity,confidence_issue,basic,no_roadmap
"Aku fresh graduate informatika, aku targetku kerja di data analyst. materinya kebanyakan dan aku sering kewalahan. Sekarang baru kelar beberapa tutorial, dan penghambat terbesarku belum jelas.",data_analyst,overwhelmed,basic,unclear
"aku anak bootcamp malam targetku kerja di UIUX, tp aku nyasar karena belum paham urutan belajar, levelku masih campur-campur, dan jam belajarku sering kepotong; nggak tau deh",uiux,beginner_lost,unclear,no_time
"Saya career switch dari admin operasional, aku mau jadi backend developer. aku galau antara beberapa role. Sekarang levelku susah dinilai, dan penghambat terbesarku belum jelas.",backend,direction_confused,unclear,unclear
"Saya kerja full-time non-IT, aku targetku backend API. gap skillku kerasa waktu ngerjain task. Sekarang pengalaman praktikku belum ada, dan konsep dasar masih lemah. aku lagi panik.",backend,skill_gap,zero,no_foundation
"Aku fresh graduate informatika, aku mau jadi UI/UX designer. aku tahu arahnya tapi skillku belum cukup. Sekarang levelku masih campur-campur, dan konsep dasar masih lemah.",uiux,skill_gap,unclear,no_foundation
"Saya kerja full-time non-IT, aku mau jadi data analyst. aku butuh bantuan tapi akar masalah belum kebaca. Sekarang levelku susah dinilai, dan konsep dasar masih lemah. Intinya mentok, detailnya belum jelas.",data_analyst,unclear,unclear,no_foundation
"Mau UIUX, galau pilih jalur. waktu mepet.",uiux,direction_confused,unclear,no_time
"aku mahasiswa semester 6 target role-ku masih belum jelas, tp aku sering mentok karena skill inti belum kuat, levelku sekarang intermediate, dan konsep dasar masih lemah; kadang blank Aku sering berubah pikiran.",unclear,skill_gap,intermediate,no_foundation
"Aku anak bootcamp malam, aku mau masuk cybersecurity. aku overload setiap lihat daftar belajar. Sekarang levelku sekarang intermediate, dan aku ragu tiap mau submit.",cybersecurity,overwhelmed,intermediate,no_confidence
"aku mahasiswa tingkat akhir lagi ngarah ke data reporting, tp aku baru banget dan bingung mulai dari mana, levelku sekarang intermediate, dan pilihan terlalu banyak sampai fokus pecah; kepala mumet",data_analyst,beginner_lost,intermediate,too_many_options
"Saya kerja full-time non-IT, aku lagi ngarah ke pentest. aku galau antara beberapa role. Sekarang levelku masih campur-campur, dan aku nggak punya urutan belajar.",cybersecurity,direction_confused,unclear,no_roadmap
"Mau data analyst, baru banget, bingung mulai. opsi kebanyakan. Level zero. aku gampang down.",data_analyst,beginner_lost,zero,too_many_options
"Aku anak bootcamp malam, aku mau jadi frontend developer. aku galau antara beberapa role. Sekarang levelku susah dinilai, dan aku kebanyakan opsi. aku gampang down.",frontend,direction_confused,unclear,too_many_options
"Aku lulusan D3 dan lagi cari jalur tech, aku targetku frontend React. aku minder waktu compare sama orang lain. Sekarang baru kelar beberapa tutorial, dan aku minim proyek bukti kerja.",frontend,confidence_issue,basic,no_portfolio
"Saya pindah bidang dari sales, aku lagi ngarah ke product design. arah belajarku kepencar dan susah mutusin. Sekarang levelku susah dinilai, dan aku kebanyakan opsi.",uiux,direction_confused,unclear,too_many_options
"Aku mahasiswa semester 6, aku targetku kerja di data analyst. aku overload setiap lihat daftar belajar. Sekarang pengalaman praktikku belum ada, dan roadmap-ku kosong.",data_analyst,overwhelmed,zero,no_roadmap
"Mau frontend, masalah belum jelas. blocker belum jelas. Intinya mentok, detailnya belum jelas.",frontend,unclear,intermediate,unclear
"Aku anak bootcamp malam, aku targetku backend API. aku minder waktu compare sama orang lain. Sekarang aku sendiri belum yakin levelku, dan aku belum bisa tunjuk blocker utama.",backend,confidence_issue,unclear,unclear
"saya mantan staff finance targetku backend API, tp aku ragu terus sama kemampuan sendiri, baru kelar beberapa tutorial, dan aku ragu tiap mau submit; jujur pusing",backend,confidence_issue,basic,no_confidence
"saya mantan staff finance mau jadi UI/UX designer, tp aku minder waktu compare sama orang lain, levelku masih campur-campur, dan kendala utamaku belum punya portfolio; kadang blank",uiux,confidence_issue,unclear,no_portfolio
"Aku anak bootcamp malam, aku mau jadi frontend developer. aku sering takut salah dan jadi nggak pede. Sekarang aku belum pernah bikin project, dan penghambat terbesarku belum jelas.",frontend,confidence_issue,zero,unclear
"aku baru selesai kuliah mau masuk cybersecurity, tp to-do belajarku numpuk sampai aku freeze, pengalaman praktikku belum ada, dan hambatan utamaku belum punya roadmap jelas; nggak tau deh",cybersecurity,overwhelmed,zero,no_roadmap
"aku mahasiswa tingkat akhir lagi ngarah ke data reporting, tp aku tahu arahnya tapi skillku belum cukup, di level intermediate aku lumayan mandiri, dan aku sering ganti topik; kadang blank",data_analyst,skill_gap,intermediate,too_many_options
"aku mahasiswa semester 6 lagi fokus server-side, tp aku baru banget dan bingung mulai dari mana, levelku sekarang intermediate, dan pilihan terlalu banyak sampai fokus pecah; kadang blank",backend,beginner_lost,intermediate,too_many_options
"Aku baru selesai kuliah, aku targetku kerja di UIUX. aku pemula total dan belum tahu langkah awal. Sekarang aku masih basic, dan penghambat terbesarku belum jelas.",uiux,beginner_lost,basic,unclear
"Role masih bingung, skill belum cukup. portfolio kosong. Level intermediate. Aku sering berubah pikiran.",unclear,skill_gap,intermediate,no_portfolio
"Aku baru selesai kuliah, aku lagi ngarah ke pentest. to-do belajarku numpuk sampai aku freeze. Sekarang aku sendiri belum yakin levelku, dan hambatan utamaku belum punya roadmap jelas.",cybersecurity,overwhelmed,unclear,no_roadmap
"Saya kerja full-time non-IT, aku masih bingung pilih jalur. gap skillku kerasa waktu ngerjain task. Sekarang levelku sekarang intermediate, dan aku minim proyek bukti kerja. Aku sering berubah pikiran.",unclear,skill_gap,intermediate,no_portfolio
"Aku lulusan D3 dan lagi cari jalur tech, aku belum yakin role tech mana yang cocok. rasanya mentok tapi susah jelasin masalahnya. Sekarang pengalaman praktikku belum ada, dan konsep dasar masih lemah. Aku sering berubah pikiran. Intinya mentok, detailnya belum jelas.",unclear,unclear,zero,no_foundation
"Aku mahasiswa tingkat akhir, aku belum yakin role tech mana yang cocok. aku bingung harus pilih jalur yang mana. Sekarang aku sendiri belum yakin levelku, dan roadmap-ku kosong. Aku sering berubah pikiran.",unclear,direction_confused,unclear,no_roadmap
"Aku baru selesai kuliah, aku belum yakin role tech mana yang cocok. aku nyasar karena belum paham urutan belajar. Sekarang pengalaman praktikku belum ada, dan aku sering ganti topik. Aku sering berubah pikiran.",unclear,beginner_lost,zero,too_many_options
"Saya career switch dari admin operasional, aku targetku frontend React. gap skillku kerasa waktu ngerjain task. Sekarang levelku masih nol, dan portfolio-ku kosong.",frontend,skill_gap,zero,no_portfolio
"Aku mahasiswa semester 6, aku lagi ngarah ke product design. aku nyasar karena belum paham urutan belajar. Sekarang levelku sekarang intermediate, dan portfolio-ku kosong.",uiux,beginner_lost,intermediate,no_portfolio
"Aku fresh graduate informatika, aku target role-ku masih belum jelas. aku ragu terus sama kemampuan sendiri. Sekarang baru kelar beberapa tutorial, dan aku sering ganti topik. Aku sering berubah pikiran.",unclear,confidence_issue,basic,too_many_options
"Saya pindah bidang dari sales, aku mau jadi UI/UX designer. aku galau antara beberapa role. Sekarang di level intermediate aku lumayan mandiri, dan aku kurang percaya diri.",uiux,direction_confused,intermediate,no_confidence
"Aku fresh graduate informatika, aku lagi ngejar role web frontend. aku galau antara beberapa role. Sekarang di level intermediate aku lumayan mandiri, dan jam belajarku sering kepotong.",frontend,direction_confused,intermediate,no_time
"saya kerja full-time non-it target role-ku masih belum jelas, tp gap skillku kerasa waktu ngerjain task, aku sudah intermediate, dan aku nggak punya urutan belajar; suka muter2 Aku sering berubah pikiran. aku overthinking.",unclear,skill_gap,intermediate,no_roadmap
