question_id,answer_value,skill_id,skill_name,skill_score
Q_UI_U_0011,belum_paham,figma,Dynamic Skill,0
Q_UI_U_0011,paham_dasar,wireframing,Dynamic Skill,1
Q_UI_U_0011,cukup_paham,wireframing,Dynamic Skill,2
Q_AI_M_0012,belum_paham,model_training,Dynamic Skill,0
Q_AI_M_0012,paham_dasar,mlops,Dynamic Skill,1
Q_AI_M_0012,cukup_paham,model_training,Dynamic Skill,2
Q_UI_U_0013,belum_paham,wireframing,Dynamic Skill,0
Q_UI_U_0013,paham_dasar,ui_principles,Dynamic Skill,1
Q_UI_U_0013,cukup_paham,figma,Dynamic Skill,2
Q_WEB__0014,belum_paham,javascript_basic,Dynamic Skill,0
Q_WEB__0014,paham_dasar,css_basic,Dynamic Skill,1
Q_WEB__0014,cukup_paham,html_basic,Dynamic Skill,2
Q_AI_M_0015,belum_paham,model_training,Dynamic Skill,0
Q_AI_M_0015,paham_dasar,mlops,Dynamic Skill,1
Q_AI_M_0015,cukup_paham,model_training,Dynamic Skill,2
Q_AI_M_0016,belum_paham,python_basic,Dynamic Skill,0
Q_AI_M_0016,paham_dasar,model_training,Dynamic Skill,1
Q_AI_M_0016,cukup_paham,model_training,Dynamic Skill,2
Q_UI_U_0017,belum_paham,ui_principles,Dynamic Skill,0
Q_UI_U_0017,paham_dasar,wireframing,Dynamic Skill,1
Q_UI_U_0017,cukup_paham,figma,Dynamic Skill,2
Q_DATA_0018,belum_paham,spreadsheet_basic,Dynamic Skill,0
Q_DATA_0018,paham_dasar,spreadsheet_basic,Dynamic Skill,1
Q_DATA_0018,cukup_paham,sql_basic,Dynamic Skill,2
Q_AI_M_0019,belum_paham,python_basic,Dynamic Skill,0
Q_AI_M_0019,paham_dasar,python_basic,Dynamic Skill,1
Q_AI_M_0019,cukup_paham,python_basic,Dynamic Skill,2
Q_CYBE_0020,belum_paham,networking_fundamental,Dynamic Skill,0
Q_CYBE_0020,paham_dasar,linux_basic,Dynamic Skill,1
Q_CYBE_0020,cukup_paham,linux_basic,Dynamic Skill,2
Q_AI_M_0021,belum_paham,model_training,Dynamic Skill,0
Q_AI_M_0021,paham_dasar,mlops,Dynamic Skill,1
Q_AI_M_0021,cukup_paham,model_training,Dynamic Skill,2
Q_CYBE_0022,belum_paham,log_analysis,Dynamic Skill,0
Q_CYBE_0022,paham_dasar,log_analysis,Dynamic Skill,1
Q_CYBE_0022,cukup_paham,linux_basic,Dynamic Skill,2
Q_UI_U_0023,belum_paham,ui_principles,Dynamic Skill,0
Q_UI_U_0023,paham_dasar,ui_principles,Dynamic Skill,1
Q_UI_U_0023,cukup_paham,figma,Dynamic Skill,2
Q_DATA_0024,belum_paham,spreadsheet_basic,Dynamic Skill,0
Q_DATA_0024,paham_dasar,spreadsheet_basic,Dynamic Skill,1
Q_DATA_0024,cukup_paham,spreadsheet_basic,Dynamic Skill,2
Q_CYBE_0025,belum_paham,linux_basic,Dynamic Skill,0
Q_CYBE_0025,paham_dasar,linux_basic,Dynamic Skill,1
Q_CYBE_0025,cukup_paham,linux_basic,Dynamic Skill,2
Q_CYBE_0026,belum_paham,networking_fundamental,Dynamic Skill,0
Q_CYBE_0026,paham_dasar,linux_basic,Dynamic Skill,1
Q_CYBE_0026,cukup_paham,log_analysis,Dynamic Skill,2
Q_CYBE_0027,belum_paham,linux_basic,Dynamic Skill,0
Q_CYBE_0027,paham_dasar,networking_fundamental,Dynamic Skill,1
Q_CYBE_0027,cukup_paham,networking_fundamental,Dynamic Skill,2
Q_WEB__0028,belum_paham,html_basic,Dynamic Skill,0
Q_WEB__0028,paham_dasar,javascript_basic,Dynamic Skill,1
Q_WEB__0028,cukup_paham,html_basic,Dynamic Skill,2
Q_CYBE_0029,belum_paham,networking_fundamental,Dynamic Skill,0
Q_CYBE_0029,paham_dasar,linux_basic,Dynamic Skill,1
Q_CYBE_0029,cukup_paham,linux_basic,Dynamic Skill,2
Q_DATA_0030,belum_paham,sql_basic,Dynamic Skill,0
Q_DATA_0030,paham_dasar,sql_basic,Dynamic Skill,1
Q_DATA_0030,cukup_paham,sql_basic,Dynamic Skill,2
Q_UI_U_0031,belum_paham,figma,Dynamic Skill,0
Q_UI_U_0031,paham_dasar,wireframing,Dynamic Skill,1
Q_UI_U_0031,cukup_paham,figma,Dynamic Skill,2
Q_CYBE_0032,belum_paham,linux_basic,Dynamic Skill,0
Q_CYBE_0032,paham_dasar,linux_basic,Dynamic Skill,1
Q_CYBE_0032,cukup_paham,log_analysis,Dynamic Skill,2
Q_CYBE_0033,belum_paham,linux_basic,Dynamic Skill,0
Q_CYBE_0033,paham_dasar,log_analysis,Dynamic Skill,1
Q_CYBE_0033,cukup_paham,log_analysis,Dynamic Skill,2
Q_DATA_0034,belum_paham,python_basic,Dynamic Skill,0
Q_DATA_0034,paham_dasar,python_basic,Dynamic Skill,1
Q_DATA_0034,cukup_paham,sql_basic,Dynamic Skill,2
Q_DATA_0035,belum_paham,python_basic,Dynamic Skill,0
Q_DATA_0035,paham_dasar,sql_basic,Dynamic Skill,1
Q_DATA_0035,cukup_paham,sql_basic,Dynamic Skill,2
Q_AI_M_0036,belum_paham,python_basic,Dynamic Skill,0
Q_AI_M_0036,paham_dasar,mlops,Dynamic Skill,1
Q_AI_M_0036,cukup_paham,python_basic,Dynamic Skill,2
Q_CYBE_0037,belum_paham,linux_basic,Dynamic Skill,0
Q_CYBE_0037,paham_dasar,linux_basic,Dynamic Skill,1
Q_CYBE_0037,cukup_paham,log_analysis,Dynamic Skill,2
Q_WEB__0038,belum_paham,css_basic,Dynamic Skill,0
Q_WEB__0038,paham_dasar,css_basic,Dynamic Skill,1
Q_WEB__0038,cukup_paham,javascript_basic,Dynamic Skill,2
Q_DATA_0039,belum_paham,sql_basic,Dynamic Skill,0
Q_DATA_0039,paham_dasar,python_basic,Dynamic Skill,1
Q_DATA_0039,cukup_paham,spreadsheet_basic,Dynamic Skill,2
Q_WEB__0040,belum_paham,html_basic,Dynamic Skill,0
Q_WEB__0040,paham_dasar,html_basic,Dynamic Skill,1
Q_WEB__0040,cukup_paham,javascript_basic,Dynamic Skill,2
Q_UI_U_0041,belum_paham,figma,Dynamic Skill,0
Q_UI_U_0041,paham_dasar,figma,Dynamic Skill,1
Q_UI_U_0041,cukup_paham,figma,Dynamic Skill,2
Q_AI_M_0042,belum_paham,python_basic,Dynamic Skill,0
Q_AI_M_0042,paham_dasar,model_training,Dynamic Skill,1
Q_AI_M_0042,cukup_paham,python_basic,Dynamic Skill,2
Q_UI_U_0043,belum_paham,wireframing,Dynamic Skill,0
Q_UI_U_0043,paham_dasar,wireframing,Dynamic Skill,1
Q_UI_U_0043,cukup_paham,wireframing,Dynamic Skill,2
Q_UI_U_0044,belum_paham,wireframing,Dynamic Skill,0
Q_UI_U_0044,paham_dasar,figma,Dynamic Skill,1
Q_UI_U_0044,cukup_paham,figma,Dynamic Skill,2
Q_DATA_0045,belum_paham,spreadsheet_basic,Dynamic Skill,0
Q_DATA_0045,paham_dasar,python_basic,Dynamic Skill,1
Q_DATA_0045,cukup_paham,python_basic,Dynamic Skill,2
Q_CYBE_0046,belum_paham,log_analysis,Dynamic Skill,0
Q_CYBE_0046,paham_dasar,log_analysis,Dynamic Skill,1
Q_CYBE_0046,cukup_paham,log_analysis,Dynamic Skill,2
Q_DATA_0047,belum_paham,spreadsheet_basic,Dynamic Skill,0
Q_DATA_0047,paham_dasar,spreadsheet_basic,Dynamic Skill,1
Q_DATA_0047,cukup_paham,python_basic,Dynamic Skill,2
Q_UI_U_0048,belum_paham,figma,Dynamic Skill,0
Q_UI_U_0048,paham_dasar,ui_principles,Dynamic Skill,1
Q_UI_U_0048,cukup_paham,figma,Dynamic Skill,2
Q_UI_U_0049,belum_paham,ui_principles,Dynamic Skill,0
Q_UI_U_0049,paham_dasar,ui_principles,Dynamic Skill,1
Q_UI_U_0049,cukup_paham,figma,Dynamic Skill,2
Q_UI_U_0050,belum_paham,wireframing,Dynamic Skill,0
Q_UI_U_0050,paham_dasar,wireframing,Dynamic Skill,1
Q_UI_U_0050,cukup_paham,wireframing,Dynamic Skill,2
Q_AI_M_0051,belum_paham,model_training,Dynamic Skill,0
Q_AI_M_0051,paham_dasar,python_basic,Dynamic Skill,1
Q_AI_M_0051,cukup_paham,mlops,Dynamic Skill,2
Q_UI_U_0052,belum_paham,ui_principles,Dynamic Skill,0
Q_UI_U_0052,paham_dasar,wireframing,Dynamic Skill,1
Q_UI_U_0052,cukup_paham,figma,Dynamic Skill,2
Q_CYBE_0053,belum_paham,linux_basic,Dynamic Skill,0
Q_CYBE_0053,paham_dasar,networking_fundamental,Dynamic Skill,1
Q_CYBE_0053,cukup_paham,log_analysis,Dynamic Skill,2
Q_AI_M_0054,belum_paham,mlops,Dynamic Skill,0
Q_AI_M_0054,paham_dasar,model_training,Dynamic Skill,1
Q_AI_M_0054,cukup_paham,model_training,Dynamic Skill,2
Q_CYBE_0055,belum_paham,networking_fundamental,Dynamic Skill,0
Q_CYBE_0055,paham_dasar,linux_basic,Dynamic Skill,1
Q_CYBE_0055,cukup_paham,log_analysis,Dynamic Skill,2
Q_DATA_0056,belum_paham,python_basic,Dynamic Skill,0
Q_DATA_0056,paham_dasar,python_basic,Dynamic Skill,1
Q_DATA_0056,cukup_paham,sql_basic,Dynamic Skill,2
Q_UI_U_0057,belum_paham,wireframing,Dynamic Skill,0
Q_UI_U_0057,paham_dasar,ui_principles,Dynamic Skill,1
Q_UI_U_0057,cukup_paham,figma,Dynamic Skill,2
Q_UI_U_0058,belum_paham,figma,Dynamic Skill,0
Q_UI_U_0058,paham_dasar,wireframing,Dynamic Skill,1
Q_UI_U_0058,cukup_paham,wireframing,Dynamic Skill,2
Q_WEB__0059,belum_paham,css_basic,Dynamic Skill,0
Q_WEB__0059,paham_dasar,javascript_basic,Dynamic Skill,1
Q_WEB__0059,cukup_paham,css_basic,Dynamic Skill,2
Q_AI_M_0060,belum_paham,python_basic,Dynamic Skill,0
Q_AI_M_0060,paham_dasar,model_training,Dynamic Skill,1
Q_AI_M_0060,cukup_paham,mlops,Dynamic Skill,2
Q_AI_M_0061,belum_paham,model_training,Dynamic Skill,0
Q_AI_M_0061,paham_dasar,mlops,Dynamic Skill,1
Q_AI_M_0061,cukup_paham,model_training,Dynamic Skill,2
Q_DATA_0062,belum_paham,python_basic,Dynamic Skill,0
Q_DATA_0062,paham_dasar,spreadsheet_basic,Dynamic Skill,1
Q_DATA_0062,cukup_paham,spreadsheet_basic,Dynamic Skill,2
Q_AI_M_0063,belum_paham,mlops,Dynamic Skill,0
Q_AI_M_0063,paham_dasar,model_training,Dynamic Skill,1
Q_AI_M_0063,cukup_paham,model_training,Dynamic Skill,2
Q_AI_M_0064,belum_paham,model_training,Dynamic Skill,0
Q_AI_M_0064,paham_dasar,model_training,Dynamic Skill,1
Q_AI_M_0064,cukup_paham,mlops,Dynamic Skill,2
Q_AI_M_0065,belum_paham,mlops,Dynamic Skill,0
Q_AI_M_0065,paham_dasar,mlops,Dynamic Skill,1
Q_AI_M_0065,cukup_paham,python_basic,Dynamic Skill,2
Q_CYBE_0066,belum_paham,log_analysis,Dynamic Skill,0
Q_CYBE_0066,paham_dasar,linux_basic,Dynamic Skill,1
Q_CYBE_0066,cukup_paham,log_analysis,Dynamic Skill,2
Q_UI_U_0067,belum_paham,ui_principles,Dynamic Skill,0
Q_UI_U_0067,paham_dasar,figma,Dynamic Skill,1
Q_UI_U_0067,cukup_paham,figma,Dynamic Skill,2
Q_AI_M_0068,belum_paham,mlops,Dynamic Skill,0
Q_AI_M_0068,paham_dasar,mlops,Dynamic Skill,1
Q_AI_M_0068,cukup_paham,model_training,Dynamic Skill,2
Q_WEB__0069,belum_paham,css_basic,Dynamic Skill,0
Q_WEB__0069,paham_dasar,html_basic,Dynamic Skill,1
Q_WEB__0069,cukup_paham,html_basic,Dynamic Skill,2
Q_WEB__0070,belum_paham,css_basic,Dynamic Skill,0
Q_WEB__0070,paham_dasar,html_basic,Dynamic Skill,1
Q_WEB__0070,cukup_paham,javascript_basic,Dynamic Skill,2
Q_CYBE_0071,belum_paham,linux_basic,Dynamic Skill,0
Q_CYBE_0071,paham_dasar,networking_fundamental,Dynamic Skill,1
Q_CYBE_0071,cukup_paham,networking_fundamental,Dynamic Skill,2
Q_CYBE_0072,belum_paham,linux_basic,Dynamic Skill,0
Q_CYBE_0072,paham_dasar,linux_basic,Dynamic Skill,1
Q_CYBE_0072,cukup_paham,linux_basic,Dynamic Skill,2
Q_AI_M_0073,belum_paham,mlops,Dynamic Skill,0
Q_AI_M_0073,paham_dasar,python_basic,Dynamic Skill,1
Q_AI_M_0073,cukup_paham,mlops,Dynamic Skill,2
Q_DATA_0074,belum_paham,python_basic,Dynamic Skill,0
Q_DATA_0074,paham_dasar,sql_basic,Dynamic Skill,1
Q_DATA_0074,cukup_paham,spreadsheet_basic,Dynamic Skill,2
Q_AI_M_0075,belum_paham,mlops,Dynamic Skill,0
Q_AI_M_0075,paham_dasar,python_basic,Dynamic Skill,1
Q_AI_M_0075,cukup_paham,model_training,Dynamic Skill,2
Q_DATA_0076,belum_paham,sql_basic,Dynamic Skill,0
Q_DATA_0076,paham_dasar,sql_basic,Dynamic Skill,1
Q_DATA_0076,cukup_paham,spreadsheet_basic,Dynamic Skill,2
Q_AI_M_0077,belum_paham,mlops,Dynamic Skill,0
Q_AI_M_0077,paham_dasar,mlops,Dynamic Skill,1
Q_AI_M_0077,cukup_paham,python_basic,Dynamic Skill,2
Q_WEB__0078,belum_paham,html_basic,Dynamic Skill,0
Q_WEB__0078,paham_dasar,css_basic,Dynamic Skill,1
Q_WEB__0078,cukup_paham,css_basic,Dynamic Skill,2
Q_CYBE_0079,belum_paham,linux_basic,Dynamic Skill,0
Q_CYBE_0079,paham_dasar,linux_basic,Dynamic Skill,1
Q_CYBE_0079,cukup_paham,linux_basic,Dynamic Skill,2
Q_CYBE_0080,belum_paham,log_analysis,Dynamic Skill,0
Q_CYBE_0080,paham_dasar,linux_basic,Dynamic Skill,1
Q_CYBE_0080,cukup_paham,log_analysis,Dynamic Skill,2
Q_AI_M_0081,belum_paham,model_training,Dynamic Skill,0
Q_AI_M_0081,paham_dasar,mlops,Dynamic Skill,1
Q_AI_M_0081,cukup_paham,mlops,Dynamic Skill,2
Q_AI_M_0082,belum_paham,mlops,Dynamic Skill,0
Q_AI_M_0082,paham_dasar,mlops,Dynamic Skill,1
Q_AI_M_0082,cukup_paham,model_training,Dynamic Skill,2
Q_AI_M_0083,belum_paham,python_basic,Dynamic Skill,0
Q_AI_M_0083,paham_dasar,mlops,Dynamic Skill,1
Q_AI_M_0083,cukup_paham,python_basic,Dynamic Skill,2
Q_AI_M_0084,belum_paham,python_basic,Dynamic Skill,0
Q_AI_M_0084,paham_dasar,python_basic,Dynamic Skill,1
Q_AI_M_0084,cukup_paham,model_training,Dynamic Skill,2
Q_DATA_0085,belum_paham,python_basic,Dynamic Skill,0
Q_DATA_0085,paham_dasar,python_basic,Dynamic Skill,1
Q_DATA_0085,cukup_paham,sql_basic,Dynamic Skill,2
Q_CYBE_0086,belum_paham,log_analysis,Dynamic Skill,0
Q_CYBE_0086,paham_dasar,networking_fundamental,Dynamic Skill,1
Q_CYBE_0086,cukup_paham,log_analysis,Dynamic Skill,2
Q_UI_U_0087,belum_paham,wireframing,Dynamic Skill,0
Q_UI_U_0087,paham_dasar,wireframing,Dynamic Skill,1
Q_UI_U_0087,cukup_paham,figma,Dynamic Skill,2
Q_CYBE_0088,belum_paham,log_analysis,Dynamic Skill,0
Q_CYBE_0088,paham_dasar,linux_basic,Dynamic Skill,1
Q_CYBE_0088,cukup_paham,networking_fundamental,Dynamic Skill,2
Q_WEB__0089,belum_paham,css_basic,Dynamic Skill,0
Q_WEB__0089,paham_dasar,html_basic,Dynamic Skill,1
Q_WEB__0089,cukup_paham,html_basic,Dynamic Skill,2
Q_CYBE_0090,belum_paham,log_analysis,Dynamic Skill,0
Q_CYBE_0090,paham_dasar,linux_basic,Dynamic Skill,1
Q_CYBE_0090,cukup_paham,networking_fundamental,Dynamic Skill,2
Q_UI_U_0091,belum_paham,wireframing,Dynamic Skill,0
Q_UI_U_0091,paham_dasar,wireframing,Dynamic Skill,1
Q_UI_U_0091,cukup_paham,wireframing,Dynamic Skill,2
Q_UI_U_0092,belum_paham,wireframing,Dynamic Skill,0
Q_UI_U_0092,paham_dasar,ui_principles,Dynamic Skill,1
Q_UI_U_0092,cukup_paham,figma,Dynamic Skill,2
Q_DATA_0093,belum_paham,python_basic,Dynamic Skill,0
Q_DATA_0093,paham_dasar,python_basic,Dynamic Skill,1
Q_DATA_0093,cukup_paham,spreadsheet_basic,Dynamic Skill,2
Q_UI_U_0094,belum_paham,wireframing,Dynamic Skill,0
Q_UI_U_0094,paham_dasar,ui_principles,Dynamic Skill,1
Q_UI_U_0094,cukup_paham,ui_principles,Dynamic Skill,2
Q_AI_M_0095,belum_paham,model_training,Dynamic Skill,0
Q_AI_M_0095,paham_dasar,python_basic,Dynamic Skill,1
Q_AI_M_0095,cukup_paham,mlops,Dynamic Skill,2
Q_CYBE_0096,belum_paham,log_analysis,Dynamic Skill,0
Q_CYBE_0096,paham_dasar,networking_fundamental,Dynamic Skill,1
Q_CYBE_0096,cukup_paham,networking_fundamental,Dynamic Skill,2
Q_WEB__0097,belum_paham,html_basic,Dynamic Skill,0
Q_WEB__0097,paham_dasar,html_basic,Dynamic Skill,1
Q_WEB__0097,cukup_paham,javascript_basic,Dynamic Skill,2
Q_CYBE_0098,belum_paham,networking_fundamental,Dynamic Skill,0
Q_CYBE_0098,paham_dasar,log_analysis,Dynamic Skill,1
Q_CYBE_0098,cukup_paham,linux_basic,Dynamic Skill,2
Q_WEB__0099,belum_paham,css_basic,Dynamic Skill,0
Q_WEB__0099,paham_dasar,javascript_basic,Dynamic Skill,1
Q_WEB__0099,cukup_paham,javascript_basic,Dynamic Skill,2
Q_UI_U_0100,belum_paham,wireframing,Dynamic Skill,0
Q_UI_U_0100,paham_dasar,figma,Dynamic Skill,1
Q_UI_U_0100,cukup_paham,wireframing,Dynamic Skill,2
Q_CYBE_0101,belum_paham,linux_basic,Dynamic Skill,0
Q_CYBE_0101,paham_dasar,log_analysis,Dynamic Skill,1
Q_CYBE_0101,cukup_paham,linux_basic,Dynamic Skill,2
Q_DATA_0102,belum_paham,python_basic,Dynamic Skill,0
Q_DATA_0102,paham_dasar,python_basic,Dynamic Skill,1
Q_DATA_0102,cukup_paham,sql_basic,Dynamic Skill,2
Q_CYBE_0103,belum_paham,networking_fundamental,Dynamic Skill,0
Q_CYBE_0103,paham_dasar,networking_fundamental,Dynamic Skill,1
Q_CYBE_0103,cukup_paham,log_analysis,Dynamic Skill,2
Q_WEB__0104,belum_paham,html_basic,Dynamic Skill,0
Q_WEB__0104,paham_dasar,html_basic,Dynamic Skill,1
Q_WEB__0104,cukup_paham,css_basic,Dynamic Skill,2
Q_UI_U_0105,belum_paham,figma,Dynamic Skill,0
Q_UI_U_0105,paham_dasar,wireframing,Dynamic Skill,1
Q_UI_U_0105,cukup_paham,wireframing,Dynamic Skill,2
Q_UI_U_0106,belum_paham,figma,Dynamic Skill,0
Q_UI_U_0106,paham_dasar,wireframing,Dynamic Skill,1
Q_UI_U_0106,cukup_paham,wireframing,Dynamic Skill,2
Q_CYBE_0107,belum_paham,networking_fundamental,Dynamic Skill,0
Q_CYBE_0107,paham_dasar,log_analysis,Dynamic Skill,1
Q_CYBE_0107,cukup_paham,log_analysis,Dynamic Skill,2
Q_DATA_0108,belum_paham,spreadsheet_basic,Dynamic Skill,0
Q_DATA_0108,paham_dasar,spreadsheet_basic,Dynamic Skill,1
Q_DATA_0108,cukup_paham,sql_basic,Dynamic Skill,2
Q_CYBE_0109,belum_paham,log_analysis,Dynamic Skill,0
Q_CYBE_0109,paham_dasar,log_analysis,Dynamic Skill,1
Q_CYBE_0109,cukup_paham,networking_fundamental,Dynamic Skill,2
Q_AI_M_0110,belum_paham,mlops,Dynamic Skill,0
Q_AI_M_0110,paham_dasar,mlops,Dynamic Skill,1
Q_AI_M_0110,cukup_paham,mlops,Dynamic Skill,2
Q_DATA_0111,belum_paham,python_basic,Dynamic Skill,0
Q_DATA_0111,paham_dasar,sql_basic,Dynamic Skill,1
Q_DATA_0111,cukup_paham,spreadsheet_basic,Dynamic Skill,2
Q_AI_M_0112,belum_paham,python_basic,Dynamic Skill,0
Q_AI_M_0112,paham_dasar,python_basic,Dynamic Skill,1
Q_AI_M_0112,cukup_paham,model_training,Dynamic Skill,2
Q_AI_M_0113,belum_paham,mlops,Dynamic Skill,0
Q_AI_M_0113,paham_dasar,mlops,Dynamic Skill,1
Q_AI_M_0113,cukup_paham,mlops,Dynamic Skill,2
Q_DATA_0114,belum_paham,spreadsheet_basic,Dynamic Skill,0
Q_DATA_0114,paham_dasar,python_basic,Dynamic Skill,1
Q_DATA_0114,cukup_paham,python_basic,Dynamic Skill,2
Q_WEB__0115,belum_paham,javascript_basic,Dynamic Skill,0
Q_WEB__0115,paham_dasar,html_basic,Dynamic Skill,1
Q_WEB__0115,cukup_paham,javascript_basic,Dynamic Skill,2
Q_UI_U_0116,belum_paham,ui_principles,Dynamic Skill,0
Q_UI_U_0116,paham_dasar,wireframing,Dynamic Skill,1
Q_UI_U_0116,cukup_paham,figma,Dynamic Skill,2
Q_DATA_0117,belum_paham,sql_basic,Dynamic Skill,0
Q_DATA_0117,paham_dasar,python_basic,Dynamic Skill,1
Q_DATA_0117,cukup_paham,python_basic,Dynamic Skill,2
Q_WEB__0118,belum_paham,html_basic,Dynamic Skill,0
Q_WEB__0118,paham_dasar,html_basic,Dynamic Skill,1
Q_WEB__0118,cukup_paham,css_basic,Dynamic Skill,2
Q_UI_U_0119,belum_paham,figma,Dynamic Skill,0
Q_UI_U_0119,paham_dasar,figma,Dynamic Skill,1
Q_UI_U_0119,cukup_paham,wireframing,Dynamic Skill,2
Q_DATA_0120,belum_paham,spreadsheet_basic,Dynamic Skill,0
Q_DATA_0120,paham_dasar,python_basic,Dynamic Skill,1
Q_DATA_0120,cukup_paham,sql_basic,Dynamic Skill,2
Q_WEB__0121,belum_paham,javascript_basic,Dynamic Skill,0
Q_WEB__0121,paham_dasar,html_basic,Dynamic Skill,1
Q_WEB__0121,cukup_paham,html_basic,Dynamic Skill,2
Q_WEB__0122,belum_paham,javascript_basic,Dynamic Skill,0
Q_WEB__0122,paham_dasar,javascript_basic,Dynamic Skill,1
Q_WEB__0122,cukup_paham,css_basic,Dynamic Skill,2
Q_WEB__0123,belum_paham,javascript_basic,Dynamic Skill,0
Q_WEB__0123,paham_dasar,html_basic,Dynamic Skill,1
Q_WEB__0123,cukup_paham,javascript_basic,Dynamic Skill,2
Q_CYBE_0124,belum_paham,networking_fundamental,Dynamic Skill,0
Q_CYBE_0124,paham_dasar,linux_basic,Dynamic Skill,1
Q_CYBE_0124,cukup_paham,log_analysis,Dynamic Skill,2
Q_CYBE_0125,belum_paham,networking_fundamental,Dynamic Skill,0
Q_CYBE_0125,paham_dasar,log_analysis,Dynamic Skill,1
Q_CYBE_0125,cukup_paham,linux_basic,Dynamic Skill,2
Q_UI_U_0126,belum_paham,figma,Dynamic Skill,0
Q_UI_U_0126,paham_dasar,ui_principles,Dynamic Skill,1
Q_UI_U_0126,cukup_paham,wireframing,Dynamic Skill,2
Q_UI_U_0127,belum_paham,ui_principles,Dynamic Skill,0
Q_UI_U_0127,paham_dasar,wireframing,Dynamic Skill,1
Q_UI_U_0127,cukup_paham,figma,Dynamic Skill,2
Q_DATA_0128,belum_paham,spreadsheet_basic,Dynamic Skill,0
Q_DATA_0128,paham_dasar,sql_basic,Dynamic Skill,1
Q_DATA_0128,cukup_paham,sql_basic,Dynamic Skill,2
Q_CYBE_0129,belum_paham,networking_fundamental,Dynamic Skill,0
Q_CYBE_0129,paham_dasar,linux_basic,Dynamic Skill,1
Q_CYBE_0129,cukup_paham,linux_basic,Dynamic Skill,2
Q_UI_U_0130,belum_paham,wireframing,Dynamic Skill,0
Q_UI_U_0130,paham_dasar,ui_principles,Dynamic Skill,1
Q_UI_U_0130,cukup_paham,figma,Dynamic Skill,2
Q_WEB__0131,belum_paham,css_basic,Dynamic Skill,0
Q_WEB__0131,paham_dasar,html_basic,Dynamic Skill,1
Q_WEB__0131,cukup_paham,css_basic,Dynamic Skill,2
Q_CYBE_0132,belum_paham,linux_basic,Dynamic Skill,0
Q_CYBE_0132,paham_dasar,log_analysis,Dynamic Skill,1
Q_CYBE_0132,cukup_paham,log_analysis,Dynamic Skill,2
Q_AI_M_0133,belum_paham,mlops,Dynamic Skill,0
Q_AI_M_0133,paham_dasar,python_basic,Dynamic Skill,1
Q_AI_M_0133,cukup_paham,mlops,Dynamic Skill,2
Q_AI_M_0134,belum_paham,model_training,Dynamic Skill,0
Q_AI_M_0134,paham_dasar,model_training,Dynamic Skill,1
Q_AI_M_0134,cukup_paham,python_basic,Dynamic Skill,2
Q_CYBE_0135,belum_paham,networking_fundamental,Dynamic Skill,0
Q_CYBE_0135,paham_dasar,networking_fundamental,Dynamic Skill,1
Q_CYBE_0135,cukup_paham,log_analysis,Dynamic Skill,2
Q_DATA_0136,belum_paham,spreadsheet_basic,Dynamic Skill,0
Q_DATA_0136,paham_dasar,sql_basic,Dynamic Skill,1
Q_DATA_0136,cukup_paham,python_basic,Dynamic Skill,2
Q_AI_M_0137,belum_paham,model_training,Dynamic Skill,0
Q_AI_M_0137,paham_dasar,python_basic,Dynamic Skill,1
Q_AI_M_0137,cukup_paham,mlops,Dynamic Skill,2
